provider_code,specialty_code,n_obs,rho
RA7,C_400,24,0.9205715481353992
NT204,C_110,19,0.9206378099599279
RC9,C_410,24,0.9207231233487503
RQX,C_101,24,0.9207638969665555
RBK,X05,24,0.9207761203725591
RH8,C_100,24,0.9209151463709444
RRF,C_340,24,0.9209283344259163
RCF,C_101,24,0.9209397678672063
RQM,X05,24,0.920942673763366
RGT,C_110,24,0.9211586351176173
NVC07,C_110,24,0.9211811455844774
RVJ,C_330,24,0.9212217478269157
RWA,C_301,24,0.9214048161193023
RM1,C_110,24,0.9214176163780413
RWY,C_400,24,0.921418402077889
RWE,C_130,24,0.9214285966287028
RBQ,C_170,24,0.9216004521623389
RWY,C_120,24,0.9216177219583653
RRV,C_301,24,0.9216860083498338
RN5,C_330,24,0.9216880429407678
R0A,C_140,24,0.9217425474798544
RRK,C_160,24,0.921830346401635
RGP,C_330,24,0.9218774281528178
R0B,C_502,24,0.9219653870305685
RHM,C_140,24,0.9220159613107024
NTP11,C_110,24,0.9220646387392392
RWA,C_120,24,0.9220797473778313
RC9,C_120,24,0.9220847878521783
RWY,X04,24,0.9225869652634425
NT301,C_100,24,0.9227136047985337
RNA,C_502,24,0.922718877117303
R0A,X04,24,0.9227278423454961
RK5,C_320,24,0.9227703377740036
RTP,X06,24,0.9227838292557158
RTG,C_140,24,0.9228191398298748
Y9S1N,C_120,12,0.92285130291257
RJ7,C_400,24,0.9229903133891243
RBK,C_100,24,0.9230595853229696
NT422,X06,24,0.9230902874447826
R0A,C_320,24,0.9232527109909116
RRK,X05,24,0.9232606410972692
RTR,C_301,24,0.9232743777218092
RC9,C_300,24,0.9233712607515948
RXR,C_100,24,0.9234294867528896
RBN,C_502,24,0.9234941658834307
RC9,X02,24,0.9235675375170014
NT213,C_100,24,0.9237958909606628
REF,C_400,24,0.9238378615316422
RVR,X05,24,0.9240243571446178
RMP,C_502,24,0.9242895658501838
RFF,C_301,24,0.9243701929665556
RJ1,C_100,24,0.9245023631720941
RJC,C_330,24,0.9245190828260956
RBN,C_410,24,0.9245472514123525
RLT,X06,24,0.9245630981287691
RNN,C_320,24,0.9248286960885966
RXF,C_340,24,0.924831799343147
RWW,C_101,24,0.9248722202102388
J3X4C,C_130,24,0.924996973589929
RAL,C_101,24,0.9250274170108602
H4J9P,C_130,24,0.9251655065079201
RAX,X02,24,0.9253820705965339
RVV,C_101,24,0.9254489203016125
NVM,C_160,24,0.9256000766427143
RP4,X02,24,0.9257759285107638
RCB,C_101,24,0.9259205209048634
RD1,C_100,24,0.9261615855516022
NT451,C_101,24,0.9262718361729801
RYR,C_320,24,0.926314898637954
RWH,C_320,24,0.9263628427696879
RQX,X06,24,0.9265889643074834
NVC02,C_301,14,0.926602363563745
ACG38,C_130,24,0.9266639067787368
NT320,C_110,24,0.9268887802798159
RWH,C_140,24,0.92696250220407
RVW,C_100,24,0.9270083366011068
RPA,C_101,24,0.9271153145004349
RTG,X02,24,0.9271644227108968
RN3,C_100,24,0.9273593061785727
RJR,C_110,24,0.9273816024760729
RK5,C_160,24,0.9274026521300713
RMP,C_120,24,0.9274044135706975
RYJ,C_410,24,0.9274669379264926
RHM,C_170,24,0.927484446222113
RKB,C_101,24,0.9275235781299734
RYR,C_340,24,0.9275284234858227
RJ1,C_430,24,0.9275960583863552
RR7,C_430,24,0.9277318563076743
RDE,C_120,24,0.9277789260849854
ACG12,C_130,24,0.9277809059847308
RL4,X02,24,0.9278651845674808
RRF,C_330,24,0.9279313988944254
RTD,X04,24,0.9281259875425205
RBN,X04,24,0.9282645690593052
R1K,C_340,24,0.9282813184946487
RJE,C_150,24,0.9283381444639371
RCD,C_340,24,0.9283846544819581
RTD,C_340,24,0.9284483089896826
RN7,C_301,24,0.9284700484442724
RCD,C_301,24,0.9286680877097299
RK9,C_130,24,0.9287076439897946
NT337,C_110,24,0.9289009851183823
RRV,C_330,24,0.9289693590580301
RM1,C_100,24,0.9290208156400399
R0A,C_330,24,0.9290459746718933
RQM,C_430,24,0.9292563234383008
RCX,C_320,24,0.9292925509182672
NVC14,C_110,24,0.9294431060730078
G6S7A,C_130,20,0.929573649690655
RTD,C_101,24,0.9295755986139168
RWG,C_301,24,0.9296019548983078
RMP,C_100,24,0.9296659391457424
RHQ,C_502,15,0.9298990264015096
RHU,X02,24,0.9299183616347165
NTP11,C_130,24,0.930190982972979
RTP,X02,24,0.930215819672244
RJ2,X02,24,0.9302518522930819
RBN,C_301,24,0.9303986503869649
RJZ,C_130,24,0.9304084582911389
RK9,C_160,24,0.9304173159683187
RWD,C_120,24,0.930502248344684
RGR,C_320,24,0.9305175390378588
RH8,C_330,24,0.9305714433843734
RXQ,C_130,24,0.9306955891772486
RMC,X02,24,0.930755570774619
RET,X05,24,0.9308614223119388
RN7,C_400,24,0.9311272565247347
RN3,C_340,24,0.9311542250475066
NT337,C_120,24,0.9312864226637402
RR8,C_101,24,0.9312961934463678
RXP,C_140,24,0.9313354365234563
RM1,C_140,24,0.9313393031749881
RAL,C_160,24,0.9313923232452767
RMP,C_140,24,0.9315831039201868
RVV,C_120,24,0.9316093674877934
R0A,C_120,24,0.9316413986090303
NTPH1,C_130,24,0.9317307759211682
NVM,C_330,24,0.9317402766580367
RP5,C_502,24,0.9317491319068106
NTP15,C_502,24,0.9317845403796526
RXW,C_110,24,0.9318363865956685
Y9S1N,C_110,12,0.9318890730916444
NT404,C_120,24,0.9319399941281769
RXQ,X02,24,0.9320349566161341
RD8,C_502,24,0.932061747015605
RFR,X02,24,0.9320627598106985
RJE,C_400,24,0.9322141253493249
RTD,C_140,24,0.9322330437665665
RKE,C_340,24,0.932259755338539
R1H,C_140,24,0.9322707441414526
RNN,C_101,24,0.9322915035326755
RXC,X02,24,0.9323229881904327
NT364,C_150,12,0.9323919984157296
RTP,C_130,24,0.932545104078605
RNZ,C_120,24,0.9328367064196758
RFF,C_320,24,0.9331316144435853
RLT,C_110,24,0.9332247172110913
RWP,C_100,24,0.9333228708036947
RGN,X05,24,0.9333678780070351
REF,C_320,24,0.9335987350938416
RBD,C_120,24,0.9336093073706624
RTH,X06,24,0.9336680651025134
RXW,C_340,24,0.9338046423768909
RNN,C_140,24,0.9338335230241703
R0D,C_320,24,0.9338562981579077
RH8,C_301,24,0.9338653970709841
RJN,C_130,24,0.933875545012031
RH8,C_502,24,0.9338867602434892
RYJ,C_130,24,0.9339795426651705
RFR,C_320,24,0.9341610932888744
NT420,C_110,24,0.934482974648781
RXW,X05,24,0.9344857592878646
NT434,C_110,24,0.934654607045053
RH5,C_140,24,0.9346998131753428
RWY,C_410,24,0.9347052712821543
RRK,C_330,24,0.9347531352573973
RJ1,C_101,24,0.9348720929317517
RJZ,C_301,24,0.9350782154061216
NT229,C_100,15,0.9350839643913069
R0A,C_410,24,0.9352472683791758
RTK,C_320,24,0.9352507341266001
RAS,C_502,24,0.935389570376611
RC9,X06,24,0.9356338056966637
RJ2,C_100,24,0.9356762692023515
RFS,C_120,24,0.9357297575079924
RDU,C_120,24,0.9357491950778687
RCD,X02,24,0.9359805930540598
RNQ,C_120,24,0.9360660127162421
R1H,C_502,24,0.9361037451915277
RJC,C_100,24,0.9363554957744237
RMC,C_100,24,0.9365403446298786
NVC13,C_100,24,0.9365704951032355
RWG,X06,24,0.9365942988686866
RRK,C_300,24,0.9366149908579795
NT225,C_502,14,0.9366265039406716
RA9,C_320,24,0.9366856305395603
RKE,C_410,24,0.9367243829247912
RWH,C_170,24,0.936810470393912
RWD,C_110,24,0.93698621505685
RMC,C_120,24,0.9374112156333323
NT314,C_502,16,0.9374243261693536
J7V1N,C_130,24,0.9375028673538677
RXC,X05,24,0.9377177552351397
RQM,C_101,24,0.9377812118557315
NT351,C_330,24,0.9379426101891346
RTG,C_101,24,0.9379760949199982
RXF,C_110,24,0.9380382781941806
NT401,C_110,24,0.938108716125623
RMC,C_502,24,0.9381677805640913
RJ7,C_410,24,0.9383040344787601
RXR,C_110,24,0.9383821342825263
RJ2,C_300,24,0.9384119613383366
RMP,X05,24,0.9384944411275935
RAE,X05,24,0.9385085154529447
RHU,C_330,24,0.9386498808764604
RDE,C_140,24,0.9387643659544286
RR8,C_400,24,0.9391793929695642
RQX,C_330,24,0.9393357320248995
RBT,C_300,24,0.939617573198942
RJR,C_320,24,0.9399064171406349
RJ2,X04,24,0.9399392326244883
RBT,C_120,24,0.9401839499368924
RXW,X02,24,0.9402975676559384
RGN,C_410,24,0.940527019445152
RD1,C_301,24,0.9407425596030141
RYW,X05,24,0.9409566768267057
RL1,C_400,24,0.9410447177493408
RFF,C_340,24,0.9410716033556105
RXK,C_130,24,0.9415643128903042
R0A,C_430,24,0.941629772401765
NNE,C_120,24,0.9418476767050936
RD8,C_340,24,0.9419806112635449
RH5,C_502,24,0.9420545469433779
RWJ,C_101,24,0.9420716809905463
RKE,C_330,24,0.9420856942774021
RBT,C_410,24,0.9421841352672445
RXF,C_100,24,0.9423547242970967
RR7,C_410,24,0.9424970599148784
RBK,C_140,24,0.9425415335312497
RJ1,C_140,24,0.9426323619079985
RXR,X05,24,0.9427884185266753
RC9,C_301,24,0.942801633538893
RDU,C_301,24,0.9428059241885179
RQW,C_130,24,0.9428289369770441
RNQ,C_100,24,0.9432624377038822
S3H9L,X05,14,0.9432815860183696
RNA,C_301,24,0.9432995215019709
RWF,C_410,24,0.9433754792060806
RF4,C_301,23,0.9434632941188109
RXW,C_120,24,0.9435651329866034
RNQ,C_340,24,0.943749790857281
RA9,C_130,24,0.9437852392745872
RNS,C_100,24,0.9438420235323781
RAS,C_410,24,0.9438508798534194
NTP15,C_110,24,0.9440236924479716
NVC08,C_502,24,0.9440590717974616
RYR,C_140,24,0.944103923638606
F9Z4V,C_100,24,0.9441344578830309
RVV,C_130,24,0.944186247727593
RBN,C_140,24,0.9443697285463275
RWJ,C_301,24,0.9444545957839915
G3O5P,C_130,24,0.9446386257686054
RJ7,C_502,24,0.9446410346028732
RRE,C_410,24,0.9446504145706996
RWJ,C_100,24,0.9446645950329471
RFS,C_340,24,0.9448550399669308
RPA,C_320,24,0.944993170146051
RJ1,C_410,24,0.9450700698821096
RXN,C_101,24,0.9453794293582048
F1Y1H,C_130,16,0.9454049689150075
RTG,C_410,24,0.9455688221243193
RGT,C_301,24,0.9456069418381531
RWY,C_101,24,0.9456435617372153
RGN,C_430,24,0.9458623147223498
NT238,C_110,24,0.9461285977973943
RVR,C_100,24,0.9461424106197275
RH5,C_340,24,0.9462004681085184
S3H9L,C_340,15,0.9462080533996865
RWD,C_340,24,0.9462150567452244
NN8,C_110,24,0.9462310746947351
RCF,C_400,24,0.9462506079873158
RGP,C_160,24,0.9464513625199995
ACG19,C_130,24,0.9466619929338387
R0A,C_160,24,0.9466671131676105
RJL,C_101,24,0.9467359698944081
RM1,X02,24,0.9467571161449461
AQK,X05,15,0.9469550019953823
RF4,C_150,23,0.947008442148634
NVC12,C_100,24,0.9470241682293825
RBN,C_160,24,0.9471912089940334
RBN,C_320,24,0.9472267839195437
R1H,C_130,24,0.9472948485236641
S3H9L,X02,13,0.9475728720546911
RR8,C_160,24,0.9476078025326572
RJ6,C_410,24,0.9477632628959965
RTX,C_320,24,0.9478127054195511
RWJ,C_140,24,0.9478844578054922
RWH,C_130,24,0.9479022990075918
RNZ,C_160,24,0.9479068714587849
RM1,C_160,24,0.9482282138405649
RWY,X05,24,0.9482740866380878
R1K,C_101,24,0.9484664937208475
RD8,C_301,24,0.9485371648597144
RNA,C_330,24,0.9485526200425479
RXW,C_100,24,0.948670736551832
RPA,C_100,24,0.948747369533485
RNS,C_130,24,0.9487827091512049
RWG,C_410,24,0.9488691380915103
RN3,X04,24,0.9488701976359237
RWW,C_502,24,0.948881050190453
RMC,X04,24,0.9488895955598768
RBD,C_502,24,0.9488992169912515
RD8,C_101,24,0.9489462657512882
RTE,C_130,24,0.9489903474952827
ACG39,C_130,22,0.9490415712588699
NVC06,C_301,24,0.949082819175611
RXK,X06,24,0.9491492652920004
RGR,C_330,24,0.9491854531018344
RJC,C_340,24,0.9492372247791752
RK5,X04,24,0.949248473825022
NT422,C_101,24,0.9492862887709604
RA9,X05,24,0.9493143336323532
RCF,X04,24,0.9495418038460058
RDU,X02,24,0.9495690218397894
RJR,C_130,24,0.9496755486726336
RJ1,C_130,24,0.9497957911050563
RQW,C_100,24,0.9497997956839642
NVC31,X02,15,0.9499567544001449
RBT,C_320,24,0.9500440853463831
NTP11,C_101,24,0.9501184563941399
RJR,C_410,24,0.9501423489476177
RYR,C_110,24,0.9501554886775417
RKB,C_330,24,0.9504373928877865
RJE,C_100,24,0.9504636003456578
RJ1,C_160,24,0.950506416609401
NTP11,C_502,24,0.9505086818634114
RP5,C_100,24,0.9505432813592872
RHM,X02,24,0.9505501011898398
RTF,C_300,24,0.9505759164161831
RAS,C_110,24,0.9506014205154398
RC9,C_400,24,0.9506022098925543
RF4,C_101,23,0.9507007094799376
RNQ,X02,24,0.9508761714706137
R0A,C_340,24,0.9509805035810728
RBK,C_130,24,0.9509875850565522
RNA,X06,24,0.9510428939949892
RNZ,C_130,24,0.951066851833034
RK9,C_110,24,0.951264948036418
RRK,C_120,24,0.9513952929355441
RXW,C_130,24,0.9514180692107801
RD1,X04,24,0.9515116380163923
RNZ,C_410,24,0.9515268717342953
RNS,C_120,24,0.951663988959173
R0B,X04,24,0.9516978022973441
RWF,C_502,24,0.9518364392868445
RCX,C_120,24,0.9518411893938513
RMC,C_140,24,0.9519299101843463
RP5,C_330,24,0.9520232271200584
NVC12,C_110,24,0.9520299105830506
RBL,C_502,24,0.9520842760017575
RCF,C_160,24,0.9523711607000878
RKE,C_110,24,0.952387281164488
RPA,C_120,24,0.9525497935950871
R1K,X02,24,0.952601868541248
S3H9L,C_320,17,0.9526591289621285
ACG22,C_130,24,0.9528182366803583
RK9,C_170,24,0.9528917743212211
RYJ,C_100,24,0.9529494906897009
RK5,C_130,24,0.9529577512478841
R0D,C_101,24,0.9530336350346041
RRV,C_120,24,0.9531872435247775
RJ2,C_330,24,0.9533217633558373
RMC,C_400,24,0.9533296405115114
RAE,C_340,24,0.9533503573646731
RX1,C_430,24,0.9537849300455611
RXK,C_101,24,0.9538538653226243
RP5,C_320,24,0.9539021320196931
RGR,C_110,24,0.9539386427851758
RGT,C_101,24,0.954122298976341
RTR,C_110,24,0.9542714953775936
RJ1,C_300,24,0.9547605354645489
NT230,C_130,14,0.9548164748147814
RXK,X05,24,0.9550029889990256
RTD,C_502,24,0.9550974730076103
RNS,C_301,24,0.9551199733241968
NVC40,C_101,24,0.9553185458660161
L4R3R,C_130,24,0.9553746598891487
RXF,C_400,24,0.9554156275183607
RGR,C_340,24,0.9556399731145968
NT450,C_301,13,0.9557992015129432
RL4,C_410,24,0.9558210057177126
RCD,C_502,24,0.9558345082671467
RFF,X02,24,0.9558998880866685
RTE,C_120,24,0.9561078813529256
RYR,X04,24,0.9561374991477042
RBD,C_100,24,0.956145674153232
RNZ,C_100,24,0.9562064313756642
RJ7,C_140,24,0.9563717805880817
RNS,C_330,24,0.9563819606256219
RNQ,C_410,24,0.9564484416312342
RJ7,X02,24,0.9564486217327011
RA2,C_101,24,0.9565612375291482
RN3,C_301,24,0.9568254022815208
RJE,C_502,24,0.9569531386607353
RQW,C_330,24,0.9570502199822536
RNS,C_110,24,0.9570646176917488
RD8,X02,24,0.9570874958893308
RJZ,C_101,24,0.9571191733146523
R0A,X02,24,0.9572530049792819
NTP15,C_100,24,0.9573443763460002
RGT,C_330,24,0.9573742154367704
RAE,C_502,24,0.9573904127480838
R0A,C_502,24,0.9573932307453854
RTD,C_301,24,0.9574014474610515
RWF,C_340,24,0.9575935798236164
RVV,C_110,24,0.9576991450916638
RDU,C_101,24,0.9578316726914682
RD1,C_410,24,0.957918549527506
RJL,C_120,24,0.9579589469352445
NVC07,C_400,14,0.9580251420258671
NT215,C_100,15,0.9582985562205226
RH8,C_101,24,0.9586338523817522
RNZ,X05,24,0.958706424800115
RWP,C_410,24,0.9588321846093449
RR7,C_100,24,0.9588567691863115
NVC16,C_110,24,0.9589056007107284
RA2,C_320,24,0.958963484629575
RTG,C_301,24,0.9592648829592885
RA9,X04,24,0.9595452490982039
RHQ,C_150,15,0.9597837609014023
RJR,C_100,24,0.9600988260131912
R0B,C_430,24,0.9602576049568472
RJZ,C_430,24,0.9605553416606533
RA7,C_330,24,0.9606619271107948
RBT,C_301,24,0.9608817362694106
RTK,C_300,24,0.9609088899052569
NT430,C_130,24,0.9609752101685702
RBD,C_130,24,0.961135963876076
G4H0I,C_130,17,0.9611954476418099
S3H9L,C_101,19,0.9612521968234614
RWW,C_130,24,0.9612728961077711
RWH,C_100,24,0.9612937867727293
RJC,X02,24,0.9613950467453491
RBK,C_330,24,0.9614068901913214
RFS,X05,24,0.9614114827535628
RFR,C_120,24,0.9617059865279137
RA9,C_502,24,0.9617459493732515
RN7,C_110,24,0.96186064377671
REF,X02,24,0.9618627027145538
RTD,C_430,24,0.9622025318169056
RYJ,C_502,24,0.962231660568097
RA7,X02,24,0.9622676612951054
RET,C_150,24,0.9623032039870864
RVR,C_400,24,0.9625008882517894
RJ7,C_330,24,0.9625984978976584
R0D,C_400,24,0.9626085085753692
RN7,C_100,24,0.9626578158495142
RRK,X02,24,0.9628364537725552
RRF,C_502,24,0.9630869434555415
RVR,C_140,24,0.9633214713645598
RFF,C_130,24,0.9635087787680887
R1F,C_340,24,0.9638021697307569
RMC,C_110,24,0.9638050847904854
RJR,C_301,24,0.9638120367599633
RPA,C_300,24,0.9639438448801301
RD1,C_140,24,0.9641393728008394
RR8,C_410,24,0.9641736208994973
RCF,C_100,24,0.9642802367179577
RA9,C_140,24,0.9644463800790173
RN3,C_320,24,0.9644503933478816
NVC20,C_400,24,0.9645196950276697
RXP,C_330,24,0.9645458808517684
RC9,C_130,24,0.9648527760846343
RJ6,C_140,24,0.9649031537561454
RL4,C_340,24,0.9649787852583153
RJ1,C_110,24,0.9650508779289613
RTD,C_130,24,0.9651518787863453
RJ1,X05,24,0.9653025533244353
RTH,C_160,24,0.9653106434274485
RQX,C_301,24,0.965327725336875
RR8,C_301,24,0.965529198484642
RTD,C_410,24,0.9657017120327742
RGN,C_101,24,0.9657760203471983
RJC,C_320,24,0.9658742360366372
RA2,C_100,24,0.9658940110104742
RYR,C_120,24,0.9661070818281347
NVC20,C_130,24,0.9663348240828763
RC9,X05,24,0.9664448427305563
RGP,C_110,24,0.9664691797485113
R0B,X05,24,0.9666926063089385
RTX,C_410,24,0.9667066309415787
RXW,C_140,24,0.9667257665440679
RRK,X04,24,0.9668140746561372
RCX,C_301,24,0.9670103547199539
RLQ,C_320,24,0.9672463798478982
RYJ,C_400,24,0.9673566128597209
RM3,C_340,24,0.9673795630420575
RTG,C_100,24,0.9675511617459954
RTD,C_120,24,0.9675577006072273
R0A,X06,24,0.96772506965491
RXP,C_120,24,0.9678793624871892
RXR,C_502,24,0.9679111654731585
RDU,C_130,24,0.9679616114993973
RXR,C_101,24,0.9680804564626221
RWH,C_301,24,0.9681652529522495
Q2Y5H,X02,12,0.9682686438147746
RXC,C_301,24,0.9682955049715125
RWD,C_320,24,0.9683463032928996
RLT,C_160,24,0.968371897438862
R0A,C_101,24,0.9684687095889939
RYJ,X02,24,0.9684990739427346
RLQ,C_130,24,0.9685527523455968
RGN,C_400,24,0.9689668376807495
RDU,C_502,24,0.9690005415913696
R1K,C_110,24,0.9690614380352325
R1K,X05,24,0.9693557386789146
RK5,C_120,24,0.9693743211199471
R0D,C_130,24,0.969377738185146
RAL,C_430,24,0.9694655181596937
RXQ,C_410,24,0.9694800174743909
RXC,C_120,24,0.9695906865639896
RWA,C_502,24,0.9696436418190408
RGM,C_340,24,0.9701647227402382
RCD,C_101,24,0.9702165498372404
RMC,C_101,24,0.9702633472638394
RWP,C_400,24,0.9703114876465257
RA2,C_340,24,0.9705105054280759
RTH,C_101,24,0.9705453590601654
RNA,X02,24,0.9706306798818737
RWA,C_140,24,0.9711046245737999
RC9,C_100,24,0.9711164791164615
RNA,C_410,24,0.9711370138199193
RWE,C_400,24,0.9712050008495137
RFF,C_101,24,0.9712397121551967
NT339,C_120,24,0.9713233499720204
RA7,X05,24,0.9716103265001715
RA7,C_140,24,0.9717445640093972
RWA,X02,24,0.9722478663285293
R0A,X05,24,0.9722541087869538
RP5,C_110,24,0.9724013344173353
RTF,C_101,24,0.9724511081975519
RCB,C_400,24,0.9724947610403739
RF4,C_340,23,0.9725278910241669
RC9,C_502,24,0.9725690065360801
RTH,C_410,24,0.9725800803923285
RFS,C_320,24,0.9728508535685054
RJ1,X06,24,0.9731538507676789
NT401,C_100,24,0.973507213376474
M2Y6D,C_110,14,0.9736621233787949
RPA,X05,24,0.973840084355484
RHQ,C_400,15,0.9741335341406113
RC9,C_101,24,0.9741370199155799
N8R1N,C_130,21,0.9743033358181828
RGN,C_120,24,0.9743676732986758
REM,C_430,24,0.9744041994822976
RDU,C_320,24,0.9747726368079251
RD1,C_400,24,0.9748091677472975
RNA,C_101,24,0.9748918458114331
R1F,C_502,24,0.9748981462136154
RR8,C_110,24,0.9749169437063342
R1F,C_101,24,0.9749753967703871
S3H9L,C_100,19,0.9752287197047901
RXR,C_120,24,0.9752496115530779
RRF,C_101,24,0.9752604576061438
RXK,C_100,24,0.9754402650706478
RWW,C_410,24,0.9756573635161975
AY1,C_330,13,0.9757470480071315
RXL,C_340,24,0.9757854396340448
RQM,C_140,24,0.97596554092395
RWA,C_330,24,0.9762244158936715
RRJ,C_110,24,0.9763413406372939
NT417,C_502,19,0.976374540459162
RGM,C_170,24,0.976427460197724
RTH,C_110,24,0.97645669748879
R1K,C_301,24,0.9765735753204611
RJL,C_301,24,0.9769038587321505
DXV,C_120,24,0.9772491670643271
R0A,C_301,24,0.9773834166566246
NVC44,C_140,24,0.9775415656928267
R1D,C_110,24,0.9778013831772636
RJ1,X04,24,0.9781651283354331
RJ1,C_330,24,0.9781932359824903
RJ6,X04,24,0.9782258130525997
ADN,C_502,16,0.978288437159861
RNS,C_400,24,0.9783033341653603
R0B,C_130,24,0.9789173096584727
NTP11,C_100,24,0.9796475389984568
R1K,C_140,24,0.9796977545257121
RJ1,C_120,24,0.9797330115755863
RXK,C_140,24,0.9799658966788265
R0A,C_100,24,0.9800390987018076
Z1E5F,C_130,13,0.9801126294982612
NVC01,X02,12,0.9801818611553371
RRK,C_340,24,0.9803032362700146
RMP,C_101,24,0.980404756938653
RN3,C_400,24,0.9804277865492131
RFR,C_130,24,0.9804909441620704
RJR,C_101,24,0.9806523027759345
RRF,C_130,24,0.9808647748519588
RN7,C_502,24,0.9810767823690484
RN5,C_130,24,0.9811272461367451
R1K,C_130,24,0.9812241691646972
RRK,C_110,24,0.9812887283205681
RWG,C_330,24,0.9814410329304187
RWJ,C_340,24,0.9815638422782736
RJ1,C_400,24,0.9816874414075273
RNZ,C_101,24,0.9818313244380347
RET,C_400,24,0.982128330410465
RMC,C_410,24,0.9827118836819421
RWA,C_101,24,0.9829276812385866
RJC,C_130,24,0.9830259577900808
RWG,C_320,24,0.9838765141469639
NVC40,C_110,24,0.9840241606659548
RWE,C_410,24,0.9840332283854712
RRV,C_300,24,0.9841474897908948
RL1,C_410,24,0.9842722760269771
RDE,C_410,24,0.9843054448704792
RJ1,X02,24,0.9844246959566733
RJE,C_340,24,0.9845807551830131
NT327,C_110,24,0.9849053893043973
REF,C_110,24,0.9865068714161713
RWA,C_410,24,0.9869749554251868
RVJ,C_410,24,0.9880960023121825
RTE,C_140,24,0.988291278350046
RXL,C_330,24,0.9884798338621736
NLX,C_110,24,0.9887187068248487
RDU,C_340,24,0.988789794199915
RXR,C_320,24,0.9890321228772446
R1K,C_400,24,0.9899386751030186
RNZ,C_140,24,0.9901789263521871
